customer_id,customer_name,email,city,state,age,gender,signup_date,last_purchase_date,preferred_category,total_orders,avg_order_value,lifetime_value,days_since_last_purchase,email_open_rate,click_rate,campaign_type,discount_offered,device_type,marketing_channel,customer_segment,cart_value,previous_returns,purchased
103710,Isha,isha103710@company.com,Jaipur,Gujarat,21.0,Female,2022-12-05,30/09/2023,Home,3,737.04,2338.58,895,0.489,0.087,Festive Sale,0,Desktop,Email,VIP,1976.9,0,0
103711,Aditya,aditya103711@yahoo.com,Bengaluru,Delhi,8.0,Female,2025-10-20,21/07/2027,Grocery,3,2054.48,5100.81,-498,0.431,0.15,Cart Recovery,50,Mobile,Email,Budget,1246.03,0,1
103712,Aarav,aarav103712@rediffmail.com,Pune,Karnataka,27.0,Female,2024-03-05,03/02/2026,Toys,5,1314.76,9562.29,-6,0.441,0.034,Loyalty,20,Tablet,Email,New,707.69,1,1
103713,Priya,priya103713@hotmail.com,Pune,Tamil Nadu,35.0,Male,2025-03-17,27/01/2027,Sports,3,,9995.58,-359,0.272,0.043,New Arrival,15,,Email,Budget,1521.59,0,1
103714,Kabir,kabir103714@hotmail.com,Hyderabad,Karnataka,37.0,Male,2024-06-17,22/03/2025,Grocery,7,1312.28,12674.9,337,0.3,0.022,Cart Recovery,15,Mobile,SMS,Budget,897.84,1,1
103715,Aditya,aditya103715@gmail.com,Delhi,Gujarat,32.0,Female,2025-03-13,23/02/2027,Sports,7,5200.16,34928.96,-297,0.399,0.092,Cart Recovery,5,Mobile,Email,Returning,1457.64,0,1
103716,Vivaan,vivaan103716@rediffmail.com,Chennai,Rajasthan,27.0,Male,2022-04-13,02/05/2023,Fashion,7,998.25,9473.33,990,0.038,0.005,Winback,15,Mobile,Email,Premium,609.8,0,0
103717,Rahul,rahul103717@gmail.com,Lucknow,West Bengal,30.0,Male,2024-03-22,18/12/2025,Fashion,3,1050.95,4818.15,167,0.408,0.074,Welcome,10,Mobile,Email,VIP,476.6,1,1
103718,Isha,isha103718@hotmail.com,Pune,Uttar Pradesh,27.0,Female,2022-04-03,14/06/2024,Grocery,4,951.79,3526.76,705,0.161,0.013,New Arrival,0,Desktop,Email,New,581.47,0,0
103719,Aditya,aditya103719@rediffmail.com,Lucknow,Telangana,55.0,Male,2024-09-01,08/07/2025,Sports,7,5477.98,40443.93,263,0.3,0.05,Winback,5,,WhatsApp,Returning,1596.93,1,1
103720,Aarav,aarav103720@outlook.com,Jaipur,Delhi,22.0,Female,2025-08-02,27/12/2027,Home,2,844.31,2554.15,-621,0.479,0.084,Festive Sale,0,Mobile,Email,Premium,1084.27,1,1
103721,Aditya,aditya103721@yahoo.com,Kolkata,Tamil Nadu,26.0,Male,2022-04-29,08/10/2023,Electronics,3,3334.66,13799.45,892,0.405,0.091,Festive Sale,15,Mobile,Email,New,317.3,0,0
103722,Priya,priya103722@outlook.com,,West Bengal,34.0,Male,2022-01-29,03/06/2024,Home,5,340.52,1650.51,663,,0.09,Discount,40,Desktop,Email,New,1460.92,0,0
103723,Vivaan,vivaan103723@yahoo.com,Ahmedabad,Telangana,23.0,Male,2024-10-09,09/07/2025,,2,1441.45,3011.72,206,0.5,0.05,Festive Sale,20,Tablet,WhatsApp,Premium,3036.2,2,1
103724,Kabir,kabir103724@company.com,Ahmedabad,Rajasthan,34.0,Male,2024-11-19,15/03/2026,Electronics,5,938.63,7578.09,26,0.56,0.081,Discount,10,Desktop,Email,Premium,537.46,1,1
103725,Riya,riya103725@gmail.com,Bengaluru,Karnataka,18.0,Male,2024-05-21,04/08/2026,Fashion,9,1706.59,17510.43,-61,0.18,0.025,New Arrival,5,Mobile,Email,Premium,922.64,1,1
103726,Meera,meera103726@gmail.com,Delhi,Telangana,35.0,Female,2025-10-21,14/01/2027,Books,2,3337.06,5897.23,-343,0.254,0.024,Discount,20,Mobile,Email,Budget,2343.85,0,1
103727,Kabir,kabir103727@company.com,Chennai,Telangana,30.0,,2024-03-10,23/08/2025,,5,963.42,6729.49,189,0.277,0.056,Welcome,10,Tablet,SMS,Returning,880.5,1,0
103728,Neha,neha103728@rediffmail.com,Lucknow,Karnataka,27.0,Female,2025-03-07,19/08/2026,Toys,3,1447.66,5044.07,-125,0.135,0.008,Loyalty,30,Mobile,Email,Returning,634.87,0,0
103729,Aditya,aditya103729@company.com,Pune,Maharashtra,31.0,Female,2023-04-20,25/09/2024,Grocery,11,1506.93,24172.6,465,0.323,0.104,New Arrival,20,Desktop,Email,Budget,2359.04,0,1
103730,Ananya,ananya103730@hotmail.com,Mumbai,Karnataka,29.0,Male,2023-07-17,02/08/2023,Electronics,4,1822.58,6571.89,1003,0.364,0.162,Discount,25,Desktop,Email,Premium,376.69,0,0
103731,Arjun,arjun103731@company.com,Kolkata,Tamil Nadu,30.0,Male,2023-03-11,25/02/2025,Books,4,966.12,4160.75,469,0.122,0.018,Discount,20,Mobile,SMS,Returning,1330.77,0,0
103732,Ananya,ananya103732@yahoo.com,Jaipur,Uttar Pradesh,,Female,2024-03-14,12/04/2024,Electronics,3,1407.24,4869.54,643,0.142,0.053,Discount,5,Desktop,Push,Budget,906.26,2,0
103733,Kabir,kabir103733@hotmail.com,Kolkata,Karnataka,96.0,Male,2025-06-11,23/09/2026,Sports,3,902.53,3566.44,-191,0.227,0.046,Winback,20,,Email,Budget,469.89,1,0
103734,Priya,priya103734@company.com,Pune,West Bengal,7.0,Male,2022-02-24,14/05/2024,Toys,2,2494.52,4821.99,597,0.185,0.056,Winback,50,Mobile,Email,Premium,1391.11,0,0
103735,Ananya,ananya103735@gmail.com,Chennai,Uttar Pradesh,32.0,Male,2024-07-19,18/05/2025,Sports,2,1666.03,3630.89,360,0.243,0.07,Cart Recovery,10,Desktop,Email,VIP,1197.06,0,0
103736,Aarav,aarav103736@outlook.com,Hyderabad,Delhi,21.0,Male,2025-08-08,13/02/2027,Beauty,5,,8797.84,-319,0.364,0.11,Festive Sale,15,Mobile,Email,Budget,1169.82,0,1
103737,Ananya,ananya103737@yahoo.com,Delhi,Tamil Nadu,31.0,Male,2024-01-22,23/04/2024,Toys,1,1013.88,983.33,623,0.367,0.099,Winback,25,Desktop,SMS,Premium,1087.2,0,0
103738,Isha,isha103738@yahoo.com,Ahmedabad,Rajasthan,38.0,Female,2022-11-08,07/04/2025,Toys,5,1456.14,8314.58,401,0.081,0.036,New Arrival,20,Mobile,Email,Dormant,732.18,0,0
103739,Riya,riya103739@rediffmail.com,Kolkata,West Bengal,,Male,2025-01-17,17/08/2026,Grocery,5,1344.38,7746.17,-113,0.372,0.047,Festive Sale,0,Mobile,Push,Budget,3883.37,0,0
103740,Aditya,aditya103740@outlook.com,Delhi,Tamil Nadu,,Male,2025-05-20,09/02/2027,Books,3,2807.79,8313.85,-332,0.276,0.035,New Arrival,50,Desktop,Email,Premium,1539.46,1,1
103741,Rahul,rahul103741@yahoo.com,Delhi,Telangana,35.0,Other,2024-08-14,12/11/2026,Beauty,4,1181.76,7494.06,-160,0.341,0.074,New Arrival,25,Mobile,WhatsApp,New,590.1,1,1
103742,Ananya,ananya103742@company.com,Ahmedabad,Rajasthan,25.0,Male,2022-11-14,19/06/2024,Sports,4,900.47,4550.63,629,0.532,0.065,Loyalty,15,Desktop,WhatsApp,Budget,1426.23,1,1
103743,Vivaan,vivaan103743@yahoo.com,,Karnataka,24.0,Male,2024-01-27,21/05/2026,Electronics,6,1365.85,9403.5,-97,0.597,0.139,Discount,15,Mobile,Email,Returning,990.35,0,1
103744,Rahul,rahul103744@yahoo.com,Pune,West Bengal,24.0,Female,2023-04-10,18/09/2023,Sports,3,611.64,2752.85,979,0.646,0.193,Cart Recovery,20,Mobile,SMS,VIP,2834.2,0,0
103745,Riya,riya103745@yahoo.com,Bengaluru,Uttar Pradesh,27.0,Female,2025-01-15,06/05/2027,Fashion,7,2382.87,13895.67,-341,0.221,0.03,Loyalty,15,Mobile,Email,Dormant,336.05,1,1
103746,Priya,priya103746@rediffmail.com,Delhi,West Bengal,29.0,Female,2025-06-17,10/05/2026,Sports,8,3181.26,43224.34,21,0.183,0.05,New Arrival,30,Mobile,Email,Budget,770.13,0,1
103747,Riya,riya103747@yahoo.com,Chennai,Tamil Nadu,48.0,Female,2023-12-01,19/01/2026,Sports,3,3798.46,18971.8,152,0.347,0.009,New Arrival,30,Desktop,WhatsApp,Premium,1143.78,0,1
103748,Ananya,ananya103748@yahoo.com,Delhi,West Bengal,31.0,Female,2024-12-16,15/12/2026,Toys,6,452.19,2384.43,-281,0.167,0.016,Winback,10,Mobile,SMS,Budget,3687.41,0,1
103749,Riya,riya103749@rediffmail.com,Lucknow,Tamil Nadu,40.0,Male,2025-02-10,21/10/2025,Fashion,2,,3814.34,242,0.129,0.043,New Arrival,15,Desktop,Email,Premium,2305.82,2,0
103750,Rahul,rahul103750@hotmail.com,,Tamil Nadu,37.0,Male,2024-01-05,19/03/2025,Electronics,5,2316.5,12504.62,441,0.592,0.242,Welcome,0,Mobile,Email,VIP,354.18,1,1
103751,Arjun,arjun103751@outlook.com,Kolkata,Gujarat,44.0,Female,2024-12-29,22/07/2026,Grocery,8,,12301.13,-162,0.418,0.169,Discount,25,Mobile,Email,VIP,2559.6,0,1
103752,Priya,priya103752@hotmail.com,Chennai,Tamil Nadu,15.0,Male,2024-01-09,05/07/2025,Toys,4,936.65,4919.89,249,0.418,0.149,Cart Recovery,15,Mobile,Email,VIP,371.73,0,1
103753,Ananya,ananya103753@gmail.com,Delhi,West Bengal,37.0,Male,2024-02-07,06/06/2026,Toys,6,1695.97,16094.77,-126,0.398,0.052,New Arrival,30,Mobile,Email,Premium,2533.03,1,1
103754,Aarav,aarav103754@rediffmail.com,Lucknow,Rajasthan,36.0,Female,2025-04-22,19/08/2025,Home,5,2011.25,9490.12,151,0.103,0.016,Discount,30,Mobile,Push,Dormant,605.48,3,1
103755,Kabir,kabir103755@rediffmail.com,Lucknow,Tamil Nadu,33.0,Female,2024-01-14,14/04/2026,Toys,3,1342.64,6739.44,33,0.112,0.012,Welcome,40,Mobile,Email,Dormant,960.86,1,0
103756,Isha,isha103756@yahoo.com,Bengaluru,Gujarat,45.0,Female,2022-10-03,28/02/2024,Beauty,3,1043.53,3325.35,727,0.055,0.004,Winback,25,Desktop,WhatsApp,Dormant,1479.67,0,0
103757,Meera,meera103757@yahoo.com,Bengaluru,Telangana,33.0,Male,2022-08-21,11/05/2024,Books,4,875.67,4597.52,605,0.175,0.024,Winback,20,Tablet,WhatsApp,New,1336.34,1,0
103758,Neha,neha103758@gmail.com,Hyderabad,Uttar Pradesh,43.0,Male,2022-02-23,25/08/2023,Toys,2,2309.73,6461.55,991,0.261,0.104,New Arrival,50,Desktop,Email,VIP,510.83,1,0
103759,Priya,priya103759@yahoo.com,Pune,Uttar Pradesh,36.0,Male,2022-09-14,19/12/2022,,6,2662.52,17822.48,1215,,0.013,Festive Sale,15,Desktop,Email,VIP,1127.41,0,0
103760,Riya,riya103760@company.com,Chennai,West Bengal,36.0,Male,2022-03-31,17/08/2024,Sports,5,4004.84,31841.34,589,0.485,0.123,New Arrival,15,,Email,Premium,702.54,1,1
103761,Aarav,aarav103761@yahoo.com,Lucknow,West Bengal,37.0,Female,2023-02-12,16/02/2024,Electronics,5,,14453.99,702,0.125,0.005,Discount,25,Desktop,Email,Dormant,1658.1,0,0
103762,Aditya,aditya103762@yahoo.com,Ahmedabad,Maharashtra,32.0,Male,2025-07-16,05/09/2026,Beauty,3,1161.25,4067.48,-88,0.384,0.052,Discount,5,Desktop,WhatsApp,Budget,486.42,1,0
103763,Aditya,aditya103763@company.com,Ahmedabad,Uttar Pradesh,50.0,Male,2023-01-01,14/09/2023,Grocery,5,765.67,3562.78,887,0.335,0.048,Cart Recovery,50,Mobile,Email,Budget,256.66,0,0
103764,Neha,neha103764@gmail.com,Lucknow,Gujarat,45.0,Male,2022-12-17,23/04/2023,Sports,5,1310.97,10462.1,1012,0.417,0.019,Festive Sale,10,Mobile,Email,VIP,683.19,2,0
103765,Priya,priya103765@company.com,Mumbai,Delhi,33.0,Male,2025-08-15,08/08/2026,Fashion,1,1584.08,2017.09,-60,0.021,0.002,Festive Sale,15,Mobile,SMS,VIP,694.94,1,1
103766,Priya,priya103766@rediffmail.com,Bengaluru,Telangana,36.0,Male,2025-03-28,30/08/2025,Fashion,4,1665.49,9767.37,276,0.126,0.024,Cart Recovery,5,Mobile,SMS,New,1474.36,0,0
103767,Isha,isha103767@company.com,Ahmedabad,Tamil Nadu,39.0,Male,2023-05-02,16/02/2025,Fashion,6,1183.35,7969.14,394,0.049,0.024,Discount,20,Mobile,Email,Dormant,593.65,0,0
103768,Riya,riya103768@outlook.com,Bengaluru,Tamil Nadu,42.0,Female,2024-04-21,16/06/2024,Fashion,6,3803.94,20586.74,626,0.054,0.013,Discount,0,Mobile,Email,Dormant,814.57,1,0
103769,Arjun,arjun103769@rediffmail.com,Lucknow,Uttar Pradesh,50.0,Male,2024-09-10,14/04/2026,,6,,29111.62,-95,0.067,0.005,Welcome,0,Desktop,Push,New,1916.29,0,1
103770,Neha,neha103770@yahoo.com,Mumbai,Delhi,43.0,Male,2025-10-10,18/04/2027,Books,6,,23220.28,-459,0.201,0.057,Discount,0,Mobile,WhatsApp,VIP,411.02,1,1
103771,Isha,isha103771@rediffmail.com,Bengaluru,Maharashtra,32.0,Male,2023-09-13,05/09/2025,Beauty,1,1262.58,1134.0,137,0.307,0.092,Discount,15,,Email,Returning,272.46,0,0
103772,Riya,riya103772@gmail.com,Hyderabad,West Bengal,26.0,Male,2024-07-18,04/06/2026,Electronics,7,1701.38,11535.96,-145,0.285,0.057,Cart Recovery,15,Mobile,Email,Premium,549.08,0,1
103773,Rahul,rahul103773@gmail.com,Hyderabad,Gujarat,44.0,Female,2023-02-05,18/11/2024,Electronics,6,1129.89,9947.84,547,,0.02,Cart Recovery,20,Mobile,SMS,Dormant,2008.25,1,0
103774,Aarav,aarav103774@company.com,Pune,Tamil Nadu,37.0,Male,2025-01-24,09/04/2025,Toys,1,1324.71,2103.96,433,0.341,0.056,Loyalty,0,Mobile,WhatsApp,New,779.29,0,0
103775,Kabir,kabir103775@rediffmail.com,Delhi,Gujarat,24.0,Female,2023-07-24,28/12/2023,Grocery,3,2983.42,9392.94,881,0.255,0.038,Winback,15,Mobile,Email,New,1209.8,1,0
103776,Arjun,arjun103776@yahoo.com,Delhi,Gujarat,43.0,Male,2024-09-01,24/11/2024,Home,4,923.26,3886.37,549,0.052,0.007,Cart Recovery,20,Desktop,Email,New,382.92,1,0
103777,Rahul,rahul103777@gmail.com,Chennai,Telangana,49.0,Male,2023-01-27,14/12/2023,,3,1482.18,3964.19,919,0.337,0.096,Welcome,15,Mobile,Email,Dormant,478.71,1,0
103778,Rahul,rahul103778@hotmail.com,Pune,West Bengal,34.0,Male,2022-12-18,22/10/2023,Electronics,1,1349.28,1588.08,871,0.416,0.216,Winback,15,,Email,New,448.97,1,0
103779,Meera,meera103779@yahoo.com,Bengaluru,West Bengal,50.0,Male,2024-03-16,27/08/2025,Home,5,1187.98,9517.37,198,0.095,0.007,Welcome,0,Mobile,Email,New,1273.09,1,0
103780,Aditya,aditya103780@hotmail.com,Hyderabad,Gujarat,42.0,Male,2023-07-30,08/05/2024,Sports,2,2271.12,4305.61,667,0.061,0.017,Festive Sale,0,Mobile,Email,Returning,1561.9,0,0
103781,Vivaan,vivaan103781@outlook.com,Chennai,Tamil Nadu,22.0,Male,2024-02-16,03/08/2026,Toys,5,1404.82,10544.89,-64,0.56,0.153,New Arrival,20,Desktop,WhatsApp,Budget,703.5,2,1
103782,Aarav,aarav103782@hotmail.com,Jaipur,Gujarat,38.0,Male,2023-09-25,05/11/2023,Books,2,1519.81,3030.52,891,0.174,0.03,Discount,0,Desktop,Email,Returning,1300.61,0,0
103783,Aditya,aditya103783@gmail.com,Delhi,Uttar Pradesh,16.0,Male,2025-08-04,14/01/2028,Home,5,2608.08,12810.28,-684,0.005,0.002,Welcome,5,Mobile,Email,VIP,3683.53,0,0
103784,Ananya,ananya103784@company.com,Mumbai,West Bengal,38.0,Female,2023-06-07,07/11/2025,Sports,1,1613.15,1312.22,192,0.508,0.083,Cart Recovery,25,Mobile,Push,Returning,591.79,1,0
103785,Rahul,rahul103785@outlook.com,Lucknow,Gujarat,24.0,,2023-12-27,08/05/2024,Fashion,5,3851.33,27012.4,665,0.256,0.066,Discount,30,,Email,VIP,831.3,0,1
103786,Vivaan,vivaan103786@rediffmail.com,Bengaluru,Gujarat,36.0,Male,2022-06-11,14/02/2024,Books,4,722.54,3318.46,816,0.227,0.072,Festive Sale,30,Desktop,Email,VIP,1071.78,1,0
103787,Priya,priya103787@yahoo.com,Hyderabad,Gujarat,41.0,Female,2023-10-21,30/07/2025,Electronics,4,3140.45,21058.29,190,0.168,0.034,Winback,10,Mobile,Email,Budget,629.88,0,1
103788,Aditya,aditya103788@gmail.com,Ahmedabad,Telangana,,Female,2025-04-20,28/05/2026,Fashion,6,2287.03,11615.79,-30,0.379,0.039,Loyalty,5,Mobile,Email,VIP,1697.33,1,1
103789,Isha,isha103789@outlook.com,Delhi,Rajasthan,51.0,Female,2024-04-29,03/09/2025,Electronics,5,2232.99,9594.53,176,0.57,0.098,Welcome,10,Mobile,Email,Returning,967.36,0,1
103790,Arjun,arjun103790@outlook.com,,Rajasthan,25.0,Female,2022-03-23,30/10/2022,,7,943.55,6974.78,1237,0.606,0.274,Cart Recovery,15,Desktop,Email,Premium,1402.16,0,0
103791,Aditya,aditya103791@gmail.com,Mumbai,Gujarat,,Female,2023-06-08,22/01/2024,Fashion,8,1983.67,20376.21,729,0.148,0.048,New Arrival,30,Mobile,Email,Budget,179.96,1,0
103792,Meera,meera103792@rediffmail.com,Mumbai,Tamil Nadu,34.0,Female,2022-01-04,19/03/2024,Sports,5,675.52,4977.19,694,,0.005,Loyalty,20,Mobile,SMS,Dormant,359.25,1,0
103793,Kabir,kabir103793@rediffmail.com,Mumbai,Maharashtra,,Other,2023-05-10,03/08/2024,Beauty,1,1944.69,2086.1,536,0.303,0.059,New Arrival,15,Mobile,Email,Premium,961.37,0,0
103794,Isha,isha103794@company.com,Mumbai,Maharashtra,34.0,Female,2024-12-10,11/10/2025,Books,2,999.69,2199.7,247,0.198,0.123,New Arrival,15,Mobile,Email,Dormant,2593.36,1,0
103795,Aarav,aarav103795@hotmail.com,Bengaluru,Delhi,28.0,Female,2025-07-08,13/10/2027,Home,5,2475.8,17917.48,-558,0.545,0.063,Cart Recovery,0,Mobile,Email,VIP,1320.31,0,1
103796,Aarav,aarav103796@rediffmail.com,Chennai,Maharashtra,18.0,Male,2025-03-03,29/06/2025,Electronics,1,718.78,814.24,263,0.36,0.122,Welcome,5,Mobile,Email,Returning,1439.97,0,0
103797,Aarav,aarav103797@company.com,Delhi,Karnataka,28.0,Male,2025-10-17,19/06/2027,Electronics,4,1153.14,6399.02,-511,0.247,,New Arrival,15,Mobile,Email,Dormant,1566.87,0,0
103798,Aarav,aarav103798@hotmail.com,,Karnataka,23.0,Female,2023-07-22,29/11/2025,Sports,2,1075.61,2329.29,58,0.212,0.083,Loyalty,15,Desktop,Email,Premium,528.81,1,0
103799,Kabir,kabir103799@outlook.com,Delhi,Maharashtra,36.0,Male,2025-05-25,13/04/2026,Beauty,3,1638.16,8317.67,27,0.66,0.121,Cart Recovery,20,Mobile,Email,Budget,1049.29,1,1
103800,Aditya,aditya103800@gmail.com,Hyderabad,Uttar Pradesh,37.0,Female,2024-05-27,01/11/2024,Beauty,0,1275.63,0.0,599,0.496,0.206,Winback,10,Mobile,Push,New,2919.92,0,0
103801,Riya,riya103801@rediffmail.com,Kolkata,Delhi,25.0,Female,2024-12-27,22/08/2025,Electronics,3,1860.35,7411.6,240,0.056,0.013,Cart Recovery,40,Mobile,WhatsApp,New,2393.71,2,1
103802,Aditya,aditya103802@company.com,Jaipur,Telangana,31.0,Female,2024-10-08,07/11/2025,Grocery,4,939.99,6259.71,88,0.225,0.044,Winback,15,Mobile,WhatsApp,Budget,1300.42,0,0
103803,Rahul,rahul103803@outlook.com,Bengaluru,Gujarat,48.0,Male,2024-10-11,26/08/2025,Toys,2,3445.53,8997.02,296,0.077,0.014,Cart Recovery,30,Mobile,Push,Premium,1729.82,0,0
103804,Ananya,ananya103804@rediffmail.com,Hyderabad,Rajasthan,30.0,Female,2024-05-13,06/09/2026,Home,6,2132.72,20039.44,-150,0.327,0.107,Welcome,5,Mobile,Email,Premium,2151.27,1,1
103805,Arjun,arjun103805@yahoo.com,Ahmedabad,Maharashtra,29.0,Male,2025-03-12,16/09/2025,Beauty,7,863.12,10013.51,249,0.243,0.023,Loyalty,20,Mobile,Email,Dormant,1040.02,1,0
103806,Vivaan,vivaan103806@outlook.com,Delhi,Telangana,36.0,Female,2025-10-01,05/08/2026,Sports,4,3238.63,21741.03,-162,0.724,0.077,Festive Sale,30,Mobile,Email,New,386.94,0,1
103807,Riya,riya103807@rediffmail.com,Lucknow,Karnataka,20.0,Male,2024-02-18,23/10/2024,Grocery,3,1490.61,7488.95,437,0.526,0.111,Loyalty,10,Mobile,SMS,New,747.0,0,1
103808,Riya,riya103808@outlook.com,Jaipur,West Bengal,,,2025-05-02,21/10/2026,Beauty,3,2145.22,10205.12,-218,0.101,0.017,Discount,25,Desktop,Email,Returning,1970.11,1,1
103809,Rahul,rahul103809@gmail.com,Hyderabad,Delhi,,Male,2024-10-01,01/09/2026,Grocery,7,1416.23,11454.57,-78,0.464,0.055,Cart Recovery,15,Mobile,Email,VIP,987.53,0,1
103810,Aditya,aditya103810@gmail.com,Mumbai,Delhi,22.0,Male,2025-06-23,10/11/2026,Fashion,1,1764.28,2986.72,-135,0.321,0.01,Discount,20,Mobile,Email,Returning,1086.73,0,0
103811,Riya,riya103811@gmail.com,Ahmedabad,Delhi,39.0,Female,2022-11-10,08/12/2023,Fashion,3,5869.12,26438.85,899,0.64,0.163,Festive Sale,20,Mobile,Email,VIP,666.87,0,1
103812,Neha,neha103812@hotmail.com,Ahmedabad,West Bengal,29.0,Male,2023-12-31,12/10/2025,,3,2312.57,10865.5,129,0.381,0.011,Winback,5,Mobile,Email,New,1430.11,1,0
103813,Neha,neha103813@yahoo.com,Delhi,Gujarat,25.0,Male,2023-01-19,28/02/2024,Toys,4,4245.06,25802.13,821,0.437,0.134,Festive Sale,0,Desktop,Email,Dormant,548.5,0,1
103814,Ananya,ananya103814@gmail.com,Chennai,Karnataka,35.0,Male,2022-10-04,02/04/2023,Toys,3,2235.13,8821.95,1092,0.384,0.098,New Arrival,20,Desktop,Email,Returning,717.49,0,0
103815,Priya,priya103815@yahoo.com,Delhi,Delhi,45.0,Female,2024-12-31,20/01/2025,Home,4,1243.78,6403.35,497,0.398,0.007,Cart Recovery,20,Mobile,Email,Dormant,1417.68,0,0
103816,Vivaan,vivaan103816@gmail.com,Hyderabad,Telangana,30.0,Female,2025-02-26,01/01/2027,Home,6,,9561.39,-326,,0.013,Winback,25,,Email,VIP,839.86,0,1
103817,Meera,meera103817@hotmail.com,Ahmedabad,Delhi,24.0,Female,2025-10-13,18/05/2027,Fashion,5,1720.22,7850.79,-355,0.284,0.013,Festive Sale,10,Mobile,Push,VIP,1704.62,0,1
103818,Kabir,kabir103818@outlook.com,Delhi,West Bengal,12.0,Female,2023-11-29,14/07/2025,Beauty,4,697.79,3814.03,274,,0.02,Loyalty,5,Mobile,Email,New,214.32,0,0
103819,Aditya,aditya103819@rediffmail.com,Bengaluru,Rajasthan,19.0,Male,2025-05-28,29/10/2025,Fashion,5,,7714.45,226,0.523,0.085,Festive Sale,20,Mobile,Email,VIP,337.7,0,0
103820,Kabir,kabir103820@rediffmail.com,Lucknow,West Bengal,29.0,Male,2024-10-26,31/01/2027,Books,5,2787.18,13556.16,-220,0.346,0.031,Cart Recovery,10,Tablet,Email,New,755.51,0,1
103821,Meera,meera103821@gmail.com,Jaipur,Maharashtra,,Male,2024-01-21,05/06/2026,Books,6,2800.2,17400.03,5,0.223,0.019,Welcome,30,Mobile,WhatsApp,Returning,1466.56,0,1
103822,Aditya,aditya103822@rediffmail.com,Pune,Rajasthan,27.0,Male,2024-09-09,21/03/2026,Sports,8,904.14,8307.04,24,0.318,0.049,Festive Sale,15,Mobile,Email,Dormant,1334.82,0,1
103823,Aditya,aditya103823@gmail.com,Jaipur,Tamil Nadu,53.0,Female,2023-09-16,27/03/2024,Electronics,2,2844.36,4591.03,685,0.348,0.148,Festive Sale,15,mobile,SMS,Returning,584.64,0,0
103824,Vivaan,vivaan103824@gmail.com,Pune,Rajasthan,46.0,Other,2022-08-16,27/03/2023,Home,0,1197.01,0.0,1054,0.584,0.117,Loyalty,5,Desktop,Email,New,2136.81,0,0
103825,Kabir,kabir103825@company.com,Chennai,Rajasthan,26.0,Male,2022-01-17,19/02/2023,Fashion,2,347.5,954.66,1127,,0.043,Welcome,10,Mobile,Email,Premium,872.71,0,0
103826,Neha,neha103826@company.com,Delhi,West Bengal,35.0,Male,2022-01-12,30/01/2024,Grocery,5,1048.73,5140.55,785,0.258,0.074,Loyalty,15,Desktop,Email,Budget,338.71,2,0
103827,Aarav,aarav103827@company.com,Lucknow,Delhi,23.0,Male,2023-11-23,28/08/2024,Electronics,6,2346.99,13958.99,629,0.067,0.031,Loyalty,10,Desktop,SMS,New,1964.52,1,0
103828,Kabir,kabir103828@yahoo.com,Bengaluru,Karnataka,50.0,Female,2022-03-11,20/03/2022,Toys,3,1048.46,2961.15,1524,0.597,0.037,New Arrival,25,Desktop,SMS,Premium,715.78,1,0
103829,Arjun,arjun103829@company.com,Bengaluru,Uttar Pradesh,35.0,Male,2022-04-18,28/04/2023,Fashion,4,1679.16,6815.36,1148,0.454,0.05,Loyalty,25,Mobile,SMS,New,566.25,0,0
103830,Arjun,arjun103830@gmail.com,Lucknow,Uttar Pradesh,45.0,Female,2022-07-20,03/11/2023,Sports,7,1160.1,6689.17,801,0.37,0.034,Welcome,25,Mobile,Email,Returning,1516.47,0,0
103831,Aditya,aditya103831@hotmail.com,Delhi,Gujarat,26.0,Male,2024-12-11,11/05/2025,Beauty,6,1268.54,12791.64,251,0.129,0.011,Winback,20,Mobile,Email,Returning,477.13,0,0
103832,Aarav,aarav103832@hotmail.com,Kolkata,Karnataka,50.0,Female,2023-09-21,23/01/2026,Grocery,0,2374.79,0.0,67,0.12,0.007,Festive Sale,25,Mobile,Email,Dormant,648.15,0,0
103833,Isha,isha103833@outlook.com,,Rajasthan,30.0,Male,2025-07-06,13/03/2027,Grocery,3,4829.76,21088.08,-412,0.402,0.036,New Arrival,10,Tablet,Email,Returning,337.79,0,1
103834,Meera,meera103834@company.com,Ahmedabad,West Bengal,16.0,Male,2025-07-11,11/11/2025,Grocery,3,1161.59,3633.97,76,0.31,0.219,Cart Recovery,20,Tablet,SMS,New,395.08,0,0
103835,Ananya,ananya103835@hotmail.com,Kolkata,Tamil Nadu,32.0,Female,2024-06-24,21/05/2026,Home,8,948.09,9461.08,34,0.276,0.075,Loyalty,40,Mobile,SMS,Premium,2128.75,0,1
103836,Aarav,aarav103836@company.com,Hyderabad,Maharashtra,27.0,Male,2022-10-30,08/01/2025,Beauty,5,1888.85,10377.27,510,0.455,0.103,Winback,10,Desktop,Email,Returning,386.28,0,1
103837,Ananya,ananya103837@outlook.com,Hyderabad,Uttar Pradesh,44.0,Male,2024-07-25,28/01/2026,Fashion,6,1580.76,15873.27,32,,0.027,Discount,30,Mobile,Email,Premium,563.39,0,1
103838,Kabir,kabir103838@hotmail.com,Ahmedabad,Uttar Pradesh,28.0,Female,2023-07-30,25/09/2024,Grocery,3,2234.16,7525.59,522,0.351,0.047,Winback,15,Mobile,Email,Budget,279.77,0,0
